	0	1	2	3
cell639	NA	NA	0.283395916223526	NA
cell640	NA	0.4448081851005554	NA	NA
cell641	NA	NA	0.21023328602313995	NA
cell642	NA	0.5246208906173706	NA	NA
cell643	NA	NA	NA	0.9201700091362
cell644	NA	0.4552207887172699	NA	NA
cell645	0.902262270450592	NA	NA	NA
cell646	0.8911787867546082	NA	NA	NA
cell647	NA	NA	0.4003926217556	NA
cell648	NA	0.38329440355300903	NA	NA
cell649	NA	NA	0.3164745569229126	NA
cell650	0.7815479636192322	NA	NA	NA
cell651	0.8964069485664368	NA	NA	NA
cell652	0.7027459740638733	NA	NA	NA
cell653	0.87320876121521	NA	NA	NA
cell654	NA	NA	0.26119863986968994	NA
cell655	NA	0.40651893615722656	NA	NA
cell656	0.907587468624115	NA	NA	NA
cell657	NA	NA	0.4210565686225891	NA
cell658	NA	NA	0.26946642994880676	NA
cell659	NA	0.4497565031051636	NA	NA
cell660	NA	NA	0.5256423354148865	NA
cell661	NA	NA	0.460191547870636	NA
cell662	NA	NA	0.21786892414093018	NA
cell663	NA	NA	0.2687830626964569	NA
cell664	0.7444667220115662	NA	NA	NA
cell665	NA	NA	0.3171227276325226	NA
cell666	NA	NA	0.2509855031967163	NA
cell667	0.7909197211265564	NA	NA	NA
cell668	NA	0.5773271918296814	NA	NA
cell669	NA	NA	0.32870715856552124	NA
cell670	NA	NA	0.3064578175544739	NA
cell671	0.8644900918006897	NA	NA	NA
cell672	NA	0.47102901339530945	NA	NA
cell673	0.8598790764808655	NA	NA	NA
cell674	NA	0.5821077823638916	NA	NA
cell675	NA	NA	0.30380845069885254	NA
cell676	NA	0.408873051404953	NA	NA
cell677	NA	NA	0.2643662989139557	NA
cell678	0.734133780002594	NA	NA	NA
cell679	NA	NA	0.30458956956863403	NA
cell680	NA	0.5584149360656738	NA	NA
cell681	NA	0.4539889991283417	NA	NA
cell682	NA	NA	0.35047969222068787	NA
cell683	NA	NA	NA	0.8795318603515625
cell684	0.8046960830688477	NA	NA	NA
cell685	NA	NA	0.32540562748908997	NA
cell686	NA	NA	0.27765974402427673	NA
cell687	NA	NA	0.2860596179962158	NA
cell688	NA	NA	0.33782538771629333	NA
cell689	0.9025100469589233	NA	NA	NA
cell690	NA	NA	0.3268994987010956	NA
cell691	0.9598917961120605	NA	NA	NA
cell692	NA	NA	NA	0.8880040049552917
cell693	0.8286356329917908	NA	NA	NA
cell694	NA	0.4487468898296356	NA	NA
cell695	0.9026891589164734	NA	NA	NA
cell696	0.7585636973381042	NA	NA	NA
cell697	NA	NA	0.3163131773471832	NA
cell698	0.7553204298019409	NA	NA	NA
cell699	NA	NA	0.3188014626502991	NA
cell700	NA	NA	0.3208748996257782	NA
cell701	NA	NA	0.30210837721824646	NA
cell702	NA	NA	0.06841439753770828	NA
cell703	0.9299895763397217	NA	NA	NA
cell704	NA	NA	0.1904377043247223	NA
cell705	NA	0.5492502450942993	NA	NA
cell706	0.7755138874053955	NA	NA	NA
cell707	0.8604984879493713	NA	NA	NA
cell708	NA	0.5452656745910645	NA	NA
cell709	0.7908305525779724	NA	NA	NA
cell710	0.8925136923789978	NA	NA	NA
cell711	NA	NA	0.025202346965670586	NA
cell712	0.9294614791870117	NA	NA	NA
cell713	NA	NA	0.20069871842861176	NA
cell714	0.8248529434204102	NA	NA	NA
cell715	0.8017202615737915	NA	NA	NA
cell716	0.7914159297943115	NA	NA	NA
cell717	NA	NA	0.3993944823741913	NA
cell718	0.8595019578933716	NA	NA	NA
cell719	NA	NA	0.3132343292236328	NA
cell720	NA	0.3908904790878296	NA	NA
cell721	0.763490617275238	NA	NA	NA
cell722	NA	0.407783567905426	NA	NA
cell723	0.7385878562927246	NA	NA	NA
cell724	NA	NA	0.25842931866645813	NA
cell725	NA	NA	0.2649964392185211	NA
cell726	0.7294617891311646	NA	NA	NA
cell727	0.8501291871070862	NA	NA	NA
cell728	0.8105364441871643	NA	NA	NA
cell729	NA	NA	0.33676818013191223	NA
cell730	NA	NA	0.43831828236579895	NA
cell731	NA	0.5027182698249817	NA	NA
cell732	NA	NA	0.28398868441581726	NA
cell733	0.8630314469337463	NA	NA	NA
cell734	NA	NA	0.07765723764896393	NA
cell735	0.7264454364776611	NA	NA	NA
cell736	0.9613708853721619	NA	NA	NA
cell737	NA	0.5541732907295227	NA	NA
cell738	NA	NA	0.2981283366680145	NA
cell739	0.7874159216880798	NA	NA	NA
cell740	0.7407053112983704	NA	NA	NA
cell741	0.7119335532188416	NA	NA	NA
cell742	NA	0.5516306161880493	NA	NA
cell743	NA	NA	0.3338550627231598	NA
cell744	0.9420140981674194	NA	NA	NA
cell745	NA	NA	0.3549438416957855	NA
cell746	0.7730294466018677	NA	NA	NA
cell747	NA	NA	0.33567434549331665	NA
cell748	NA	NA	0.5371243953704834	NA
cell749	NA	NA	0.3256263732910156	NA
cell750	0.8812751173973083	NA	NA	NA
cell751	NA	0.5423004627227783	NA	NA
cell752	0.737654983997345	NA	NA	NA
cell753	NA	NA	0.31623613834381104	NA
cell754	0.7932008504867554	NA	NA	NA
cell755	NA	NA	0.3324231803417206	NA
cell756	0.8348487019538879	NA	NA	NA
cell757	NA	NA	0.21802502870559692	NA
cell758	NA	NA	0.5871710777282715	NA
cell759	NA	NA	0.3222752511501312	NA
cell760	NA	0.45673611760139465	NA	NA
cell761	NA	NA	0.3358305096626282	NA
cell762	NA	NA	0.34681254625320435	NA
cell763	NA	0.4861937463283539	NA	NA
cell764	NA	NA	0.005404388532042503	NA
cell765	NA	NA	0.29693225026130676	NA
cell766	0.942674458026886	NA	NA	NA
cell767	NA	0.5617681741714478	NA	NA
cell768	NA	NA	0.3818635046482086	NA
cell769	NA	0.5579679012298584	NA	NA
cell770	NA	0.48267263174057007	NA	NA
cell771	NA	0.558294415473938	NA	NA
cell772	NA	NA	0.3939395248889923	NA
cell773	0.8394396305084229	NA	NA	NA
cell774	0.912044107913971	NA	NA	NA
cell775	0.8376219868659973	NA	NA	NA
cell776	0.9083274006843567	NA	NA	NA
cell777	NA	NA	0.3021596074104309	NA
cell778	NA	NA	NA	0.8785535097122192
cell779	NA	NA	0.3006676435470581	NA
cell780	NA	NA	0.3260633945465088	NA
cell781	NA	NA	0.3482528328895569	NA
cell782	NA	0.5567036271095276	NA	NA
cell783	NA	NA	0.3399386703968048	NA
cell784	0.7555752992630005	NA	NA	NA
cell785	0.7560821771621704	NA	NA	NA
cell786	0.7478184103965759	NA	NA	NA
cell787	NA	NA	0.2863103151321411	NA
cell788	0.8834834098815918	NA	NA	NA
cell789	0.7238078117370605	NA	NA	NA
cell790	NA	NA	0.3412729799747467	NA
cell791	NA	0.47575631737709045	NA	NA
cell792	NA	NA	0.32692375779151917	NA
cell793	0.9994903206825256	NA	NA	NA
cell794	0.9353463053703308	NA	NA	NA
cell795	NA	NA	0.44136154651641846	NA
cell796	0.9515166878700256	NA	NA	NA
cell797	0.7397983074188232	NA	NA	NA
cell798	0.8866705298423767	NA	NA	NA
cell799	0.9707812070846558	NA	NA	NA
cell800	0.9099771976470947	NA	NA	NA
cell801	0.8903579711914062	NA	NA	NA
cell802	0.7977750897407532	NA	NA	NA
cell803	0.9518111348152161	NA	NA	NA
cell804	NA	0.4399283230304718	NA	NA
cell805	NA	0.44702449440956116	NA	NA
cell806	0.9637762308120728	NA	NA	NA
cell807	NA	0.5588584542274475	NA	NA
cell808	0.9495136737823486	NA	NA	NA
cell809	0.8854871392250061	NA	NA	NA
cell810	0.80076664686203	NA	NA	NA
cell811	0.8902038931846619	NA	NA	NA
cell812	NA	NA	0.3295360803604126	NA
cell813	NA	NA	0.3036927878856659	NA
cell814	0.8985063433647156	NA	NA	NA
cell815	NA	NA	0.4297136068344116	NA
cell816	NA	NA	0.3080432415008545	NA
cell817	0.7373417615890503	NA	NA	NA
cell818	0.9204474687576294	NA	NA	NA
cell819	0.880124032497406	NA	NA	NA
cell820	NA	0.557422399520874	NA	NA
cell821	NA	0.47876235842704773	NA	NA
cell822	NA	NA	0.2960352897644043	NA
cell823	NA	NA	0.33088332414627075	NA
cell824	NA	NA	0.3231712877750397	NA
cell825	NA	NA	0.3375970721244812	NA
cell826	0.8805146813392639	NA	NA	NA
cell827	NA	NA	0.2788468301296234	NA
cell828	NA	NA	0.24321454763412476	NA
cell829	0.7101541757583618	NA	NA	NA
cell830	NA	NA	0.4338931441307068	NA
cell831	NA	NA	0.35321536660194397	NA
cell832	NA	NA	0.21413405239582062	NA
cell833	NA	0.4733317792415619	NA	NA
cell834	NA	NA	0.24971020221710205	NA
cell835	0.776062548160553	NA	NA	NA
cell836	NA	NA	0.3310646116733551	NA
cell837	NA	NA	0.4477917551994324	NA
cell838	0.9453649520874023	NA	NA	NA
cell839	NA	NA	0.33982110023498535	NA
cell840	NA	0.5537776947021484	NA	NA
cell841	NA	NA	NA	0.9106335639953613
cell842	0.895139753818512	NA	NA	NA
cell843	NA	NA	0.3339957594871521	NA
cell844	NA	NA	0.30958133935928345	NA
cell845	0.7193337082862854	NA	NA	NA
cell846	NA	NA	0.2882663607597351	NA
cell847	0.7756128907203674	NA	NA	NA
cell848	0.7389149069786072	NA	NA	NA
cell849	NA	NA	NA	0.9083608388900757
cell850	0.9413939714431763	NA	NA	NA
cell851	NA	NA	0.33559268712997437	NA
cell852	NA	NA	0.1736529916524887	NA
cell853	NA	NA	0.29635289311408997	NA
cell854	NA	0.5269083976745605	NA	NA
cell855	NA	0.5419024229049683	NA	NA
cell856	NA	0.37995216250419617	NA	NA
cell857	0.8619838953018188	NA	NA	NA
cell858	NA	NA	0.32880085706710815	NA
cell859	NA	NA	0.2952441871166229	NA
cell860	NA	NA	0.3085559904575348	NA
cell861	0.9512611031532288	NA	NA	NA
cell862	NA	0.48810869455337524	NA	NA
cell863	NA	NA	0.1803024560213089	NA
cell864	NA	NA	0.35158321261405945	NA
cell865	NA	NA	0.30729764699935913	NA
cell866	NA	NA	0.24445469677448273	NA
cell867	NA	NA	0.3176068663597107	NA
cell868	NA	NA	0.30981966853141785	NA
cell869	NA	0.5280433297157288	NA	NA
cell870	NA	NA	0.29460954666137695	NA
cell871	NA	NA	0.29700416326522827	NA
cell872	0.8880423307418823	NA	NA	NA
cell873	0.7374675869941711	NA	NA	NA
cell874	0.7620820999145508	NA	NA	NA
cell875	NA	0.4758906960487366	NA	NA
cell876	NA	NA	0.35469308495521545	NA
cell877	NA	NA	NA	0.8847280740737915
cell878	NA	NA	0.35982921719551086	NA
cell879	0.7989367842674255	NA	NA	NA
cell880	NA	NA	NA	0.9084763526916504
cell881	NA	NA	0.32231178879737854	NA
cell882	NA	0.4488598704338074	NA	NA
cell883	0.7370463013648987	NA	NA	NA
cell884	0.733267605304718	NA	NA	NA
cell885	NA	NA	0.354518324136734	NA
cell886	NA	0.5348846316337585	NA	NA
cell887	NA	0.5349748134613037	NA	NA
cell888	NA	NA	NA	0.9155065417289734
cell889	NA	NA	0.3393588960170746	NA
cell890	NA	NA	0.30477967858314514	NA
cell891	0.7707910537719727	NA	NA	NA
cell892	0.8380860090255737	NA	NA	NA
cell893	NA	0.4050236642360687	NA	NA
cell894	0.7644553780555725	NA	NA	NA
cell895	NA	NA	0.25409260392189026	NA
cell896	0.813644528388977	NA	NA	NA
cell897	NA	NA	0.04066706448793411	NA
cell898	NA	NA	0.32340577244758606	NA
cell899	0.9307376146316528	NA	NA	NA
cell900	0.7994824051856995	NA	NA	NA
cell901	0.894512414932251	NA	NA	NA
cell902	NA	0.5525528192520142	NA	NA
cell903	0.7283645272254944	NA	NA	NA
cell904	NA	0.5436467528343201	NA	NA
cell905	0.8693161010742188	NA	NA	NA
cell906	NA	NA	0.4504130184650421	NA
cell907	0.7106398940086365	NA	NA	NA
cell908	NA	NA	0.2357243299484253	NA
cell909	0.76324462890625	NA	NA	NA
cell910	NA	NA	0.3172992765903473	NA
cell911	0.8697617053985596	NA	NA	NA
cell912	0.7402723431587219	NA	NA	NA
cell913	NA	NA	0.3169914782047272	NA
cell914	NA	0.5443150401115417	NA	NA
cell915	NA	NA	0.2947958707809448	NA
cell916	NA	NA	0.3087509274482727	NA
cell917	NA	NA	0.24380402266979218	NA
cell918	0.7152549624443054	NA	NA	NA
cell919	0.7212138175964355	NA	NA	NA
cell920	0.9029679298400879	NA	NA	NA
cell921	NA	NA	NA	0.9044094085693359
cell922	0.7095088958740234	NA	NA	NA
cell923	0.873359203338623	NA	NA	NA
cell924	0.7216329574584961	NA	NA	NA
cell925	0.8856961727142334	NA	NA	NA
cell926	NA	0.545481264591217	NA	NA
cell927	NA	NA	0.27160412073135376	NA
cell928	NA	NA	0.33924728631973267	NA
cell929	0.9056520462036133	NA	NA	NA
cell930	NA	0.5190689563751221	NA	NA
cell931	NA	0.5499444603919983	NA	NA
cell932	NA	0.4239504337310791	NA	NA
cell933	NA	NA	0.3150444030761719	NA
cell934	0.721222460269928	NA	NA	NA
cell935	0.9145175814628601	NA	NA	NA
cell936	0.7391937375068665	NA	NA	NA
cell937	0.72459477186203	NA	NA	NA
cell938	NA	NA	0.10727383941411972	NA
cell939	NA	NA	0.305094838142395	NA
cell940	NA	NA	0.33914750814437866	NA
cell941	0.7220113277435303	NA	NA	NA
cell942	0.87643963098526	NA	NA	NA
cell943	0.8264690637588501	NA	NA	NA
cell944	1.0	NA	NA	NA
cell945	NA	0.45964598655700684	NA	NA
cell946	0.790546715259552	NA	NA	NA
cell947	0.7462832927703857	NA	NA	NA
cell948	NA	NA	0.34176307916641235	NA
cell949	NA	0.5402351021766663	NA	NA
cell950	0.7949604392051697	NA	NA	NA
cell951	NA	NA	0.3112935721874237	NA
cell952	NA	NA	0.6151622533798218	NA
cell953	NA	NA	0.33990997076034546	NA
cell954	NA	NA	0.25308576226234436	NA
cell955	0.9073859453201294	NA	NA	NA
cell956	0.8971891403198242	NA	NA	NA
cell957	0.7445135712623596	NA	NA	NA
cell958	0.7276481986045837	NA	NA	NA
cell959	NA	NA	0.3361652195453644	NA
cell960	0.8902349472045898	NA	NA	NA
cell961	0.7448738217353821	NA	NA	NA
cell962	NA	NA	0.3711037337779999	NA
cell963	NA	0.45495665073394775	NA	NA
cell964	NA	NA	0.3145298659801483	NA
cell965	NA	0.5595409274101257	NA	NA
cell966	NA	NA	0.3494301736354828	NA
cell967	NA	0.38852837681770325	NA	NA
cell968	0.7375329732894897	NA	NA	NA
cell969	NA	0.533318042755127	NA	NA
cell970	0.7860119342803955	NA	NA	NA
cell971	0.8613062500953674	NA	NA	NA
cell972	0.8332167267799377	NA	NA	NA
cell973	NA	0.4604853689670563	NA	NA
cell974	NA	NA	0.3424701392650604	NA
cell975	0.9907655119895935	NA	NA	NA
cell976	NA	0.5608956813812256	NA	NA
cell977	0.7951356172561646	NA	NA	NA
cell978	0.8750144839286804	NA	NA	NA
cell979	0.9130847454071045	NA	NA	NA
cell980	NA	NA	0.21849514544010162	NA
cell981	NA	0.5577988624572754	NA	NA
cell982	NA	NA	0.35856151580810547	NA
cell983	NA	NA	0.3027288317680359	NA
cell984	NA	NA	0.2241794764995575	NA
cell985	NA	NA	0.2669603228569031	NA
cell986	0.7947441339492798	NA	NA	NA
cell987	NA	0.4255087673664093	NA	NA
cell988	0.8323084115982056	NA	NA	NA
cell989	0.7774980068206787	NA	NA	NA
cell990	0.9698732495307922	NA	NA	NA
cell991	0.7823965549468994	NA	NA	NA
cell992	0.7771341800689697	NA	NA	NA
cell993	NA	0.48099082708358765	NA	NA
cell994	NA	NA	0.320671945810318	NA
cell995	NA	NA	0.30749011039733887	NA
cell996	NA	0.5582368969917297	NA	NA
cell997	0.7557099461555481	NA	NA	NA
cell998	0.7520762085914612	NA	NA	NA
cell999	NA	NA	NA	0.9355075359344482
cell1000	NA	NA	0.20710471272468567	NA
cell1001	0.7244529724121094	NA	NA	NA
cell1002	NA	0.5109692811965942	NA	NA
cell1003	0.8553339242935181	NA	NA	NA
cell1004	0.8938214182853699	NA	NA	NA
cell1005	0.892697811126709	NA	NA	NA
cell1006	0.7185794711112976	NA	NA	NA
cell1007	0.8223102688789368	NA	NA	NA
cell1008	NA	NA	0.21499884128570557	NA
cell1009	0.8301138877868652	NA	NA	NA
cell1010	0.7708883881568909	NA	NA	NA
cell1011	0.8701494932174683	NA	NA	NA
cell1012	0.8950207829475403	NA	NA	NA
cell1013	NA	0.5308454632759094	NA	NA
cell1014	0.8040184378623962	NA	NA	NA
cell1015	0.6866979598999023	NA	NA	NA
cell1016	0.9254817962646484	NA	NA	NA
cell1017	0.7454003691673279	NA	NA	NA
cell1018	0.9867417216300964	NA	NA	NA
cell1019	0.7609489560127258	NA	NA	NA
cell1020	0.750778079032898	NA	NA	NA
cell1021	0.7296791672706604	NA	NA	NA
cell1022	NA	NA	0.30323275923728943	NA
cell1023	0.8045564889907837	NA	NA	NA
cell1024	NA	NA	0.2950887978076935	NA
cell1025	0.879692554473877	NA	NA	NA
cell1026	0.8623093366622925	NA	NA	NA
cell1027	0.9042779803276062	NA	NA	NA
cell1028	NA	NA	0.33169886469841003	NA
cell1029	0.9278466105461121	NA	NA	NA
cell1030	0.7601299285888672	NA	NA	NA
cell1031	NA	NA	0.4383542835712433	NA
cell1032	NA	NA	0.32456687092781067	NA
cell1033	0.9737169742584229	NA	NA	NA
cell1034	0.8276964426040649	NA	NA	NA
cell1035	0.7853230834007263	NA	NA	NA
cell1036	NA	NA	0.3431271016597748	NA
cell1037	NA	NA	0.14775003492832184	NA
cell1038	0.7795925736427307	NA	NA	NA
cell1039	NA	NA	0.6824619174003601	NA
cell1040	NA	0.5362809300422668	NA	NA
cell1041	0.7329539656639099	NA	NA	NA
cell1042	0.9477112889289856	NA	NA	NA
cell1043	NA	NA	0.052301499992609024	NA
cell1044	NA	NA	NA	0.8914969563484192
cell1045	0.7746262550354004	NA	NA	NA
cell1046	NA	0.45213770866394043	NA	NA
cell1047	NA	0.44996824860572815	NA	NA
cell1048	NA	NA	0.4654153883457184	NA
cell1049	0.7765302658081055	NA	NA	NA
cell1050	NA	0.4465603232383728	NA	NA
cell1051	0.907223641872406	NA	NA	NA
cell1052	NA	0.43419957160949707	NA	NA
cell1053	NA	NA	0.3262067139148712	NA
cell1054	0.9242441654205322	NA	NA	NA
cell1055	NA	0.5223994255065918	NA	NA
cell1056	NA	0.4840342700481415	NA	NA
cell1057	NA	0.5462259650230408	NA	NA
cell1058	0.7508209943771362	NA	NA	NA
cell1059	NA	NA	0.19698017835617065	NA
cell1060	NA	NA	0.3333798050880432	NA
cell1061	0.9399425387382507	NA	NA	NA
cell1062	0.9166672229766846	NA	NA	NA
cell1063	NA	NA	0.11535022407770157	NA
cell1064	NA	NA	0.3146555721759796	NA
cell1065	0.8732353448867798	NA	NA	NA
cell1066	NA	NA	0.3267371952533722	NA
cell1067	NA	NA	0.32699504494667053	NA
cell1068	0.9313440918922424	NA	NA	NA
cell1069	NA	0.4201381504535675	NA	NA
cell1070	NA	NA	0.35787954926490784	NA
cell1071	0.7725106477737427	NA	NA	NA
cell1072	NA	NA	0.2674417495727539	NA
cell1073	0.7707158923149109	NA	NA	NA
cell1074	NA	0.5536695122718811	NA	NA
cell1075	0.7709521055221558	NA	NA	NA
cell1076	0.8217357397079468	NA	NA	NA
cell1077	0.8931182026863098	NA	NA	NA
cell1078	0.7347765564918518	NA	NA	NA
cell1079	0.8679541349411011	NA	NA	NA
cell1080	NA	NA	0.3639591932296753	NA
cell1081	0.9539989233016968	NA	NA	NA
cell1082	NA	NA	0.2814843952655792	NA
cell1083	0.744797945022583	NA	NA	NA
cell1084	0.9006711840629578	NA	NA	NA
cell1085	NA	NA	NA	0.9093611240386963
cell1086	NA	NA	0.30959171056747437	NA
cell1087	NA	NA	0.08309929072856903	NA
cell1088	0.8352597951889038	NA	NA	NA
cell1089	0.7797731161117554	NA	NA	NA
cell1090	0.8292850852012634	NA	NA	NA
cell1091	0.7713093757629395	NA	NA	NA
cell1092	0.9135208129882812	NA	NA	NA
cell1093	NA	0.5504588484764099	NA	NA
cell1094	NA	NA	0.15027500689029694	NA
cell1095	NA	NA	0.3475768268108368	NA
cell1096	0.8419556617736816	NA	NA	NA
cell1097	0.7487072348594666	NA	NA	NA
cell1098	NA	0.4554191529750824	NA	NA
cell1099	NA	NA	0.31680724024772644	NA
cell1100	0.892105758190155	NA	NA	NA
cell1101	NA	NA	0.4536534547805786	NA
cell1102	0.7942842245101929	NA	NA	NA
cell1103	NA	NA	0.19700908660888672	NA
cell1104	0.9380560517311096	NA	NA	NA
cell1105	0.956056535243988	NA	NA	NA
cell1106	NA	NA	0.3388448655605316	NA
cell1107	0.898208498954773	NA	NA	NA
cell1108	0.7270692586898804	NA	NA	NA
cell1109	NA	NA	0.35203513503074646	NA
cell1110	NA	NA	0.353314608335495	NA
cell1111	NA	0.4953239858150482	NA	NA
cell1112	NA	0.47373247146606445	NA	NA
cell1113	0.8205794095993042	NA	NA	NA
cell1114	NA	NA	0.27071240544319153	NA
cell1115	0.8950129151344299	NA	NA	NA
cell1116	0.7393854260444641	NA	NA	NA
cell1117	NA	NA	0.3220425546169281	NA
cell1118	NA	NA	0.05358847230672836	NA
cell1119	NA	NA	0.3400941491127014	NA
cell1120	NA	0.5511160492897034	NA	NA
cell1121	NA	0.3977614641189575	NA	NA
cell1122	0.937915563583374	NA	NA	NA
cell1123	NA	NA	0.3442392945289612	NA
cell1124	NA	NA	0.24235330522060394	NA
cell1125	NA	NA	0.30857032537460327	NA
cell1126	0.7059105038642883	NA	NA	NA
cell1127	NA	NA	0.29137519001960754	NA
cell1128	0.7802032232284546	NA	NA	NA
cell1129	NA	NA	0.26152729988098145	NA
cell1130	0.8130428194999695	NA	NA	NA
cell1131	NA	0.5411768555641174	NA	NA
cell1132	0.7552958726882935	NA	NA	NA
cell1133	NA	NA	0.3529273569583893	NA
cell1134	NA	0.5594467520713806	NA	NA
cell1135	0.8687533140182495	NA	NA	NA
cell1136	0.8939084410667419	NA	NA	NA
cell1137	0.8667435050010681	NA	NA	NA
cell1138	NA	NA	0.33068180084228516	NA
cell1139	0.7971279621124268	NA	NA	NA
cell1140	0.766135036945343	NA	NA	NA
cell1141	0.8219505548477173	NA	NA	NA
cell1142	NA	NA	0.09127978980541229	NA
cell1143	NA	NA	0.2848416566848755	NA
cell1144	0.8725760579109192	NA	NA	NA
cell1145	NA	NA	0.43186280131340027	NA
cell1146	0.9351279735565186	NA	NA	NA
cell1147	NA	NA	0.3666047751903534	NA
cell1148	NA	NA	0.32921385765075684	NA
cell1149	NA	0.3662818372249603	NA	NA
cell1150	0.8620721101760864	NA	NA	NA
cell1151	NA	NA	NA	0.9114505648612976
cell1152	NA	NA	0.06204800680279732	NA
cell1153	0.9042844176292419	NA	NA	NA
cell1154	0.9217866063117981	NA	NA	NA
cell1155	0.9019085168838501	NA	NA	NA
cell1156	0.823866069316864	NA	NA	NA
cell1157	0.947881817817688	NA	NA	NA
cell1158	NA	NA	0.4765545725822449	NA
cell1159	NA	NA	0.31610244512557983	NA
cell1160	0.7461099028587341	NA	NA	NA
cell1161	0.7741857767105103	NA	NA	NA
cell1162	0.7707926630973816	NA	NA	NA
cell1163	0.8599395751953125	NA	NA	NA
cell1164	NA	0.5428893566131592	NA	NA
cell1165	0.8979069590568542	NA	NA	NA
cell1166	NA	NA	0.30767014622688293	NA
cell1167	0.9566129446029663	NA	NA	NA
cell1168	0.7120236158370972	NA	NA	NA
cell1169	NA	0.5548518896102905	NA	NA
cell1170	NA	0.5409678220748901	NA	NA
cell1171	0.8359639644622803	NA	NA	NA
cell1172	NA	NA	0.3390389680862427	NA
cell1173	NA	NA	0.23995031416416168	NA
cell1174	NA	0.5008184313774109	NA	NA
cell1175	NA	NA	0.016598079353570938	NA
cell1176	NA	NA	0.08955967426300049	NA
cell1177	0.7986294627189636	NA	NA	NA
cell1178	NA	NA	0.2710554897785187	NA
cell1179	NA	0.5435962677001953	NA	NA
cell1180	0.8298563957214355	NA	NA	NA
cell1181	NA	NA	0.3144427239894867	NA
cell1182	0.7610399127006531	NA	NA	NA
cell1183	0.9032609462738037	NA	NA	NA
cell1184	0.804172158241272	NA	NA	NA
cell1185	0.7999129295349121	NA	NA	NA
cell1186	0.7683801054954529	NA	NA	NA
cell1187	NA	NA	0.3313817083835602	NA
cell1188	NA	NA	0.2920621633529663	NA
cell1189	NA	NA	0.08605926483869553	NA
cell1190	NA	0.39649173617362976	NA	NA
cell1191	NA	NA	0.32284775376319885	NA
cell1192	NA	0.5200973153114319	NA	NA
cell1193	0.880454421043396	NA	NA	NA
cell1194	NA	0.46495839953422546	NA	NA
cell1195	0.7625290155410767	NA	NA	NA
cell1196	0.807403028011322	NA	NA	NA
cell1197	NA	0.5559605956077576	NA	NA
cell1198	NA	0.5274149179458618	NA	NA
cell1199	NA	0.5390353798866272	NA	NA
cell1200	NA	NA	0.20948714017868042	NA
cell1201	0.8485399484634399	NA	NA	NA
cell1202	0.7507721781730652	NA	NA	NA
cell1203	0.7159065008163452	NA	NA	NA
cell1204	NA	0.4803338050842285	NA	NA
cell1205	NA	NA	0.06786230206489563	NA
cell1206	NA	NA	0.3033713698387146	NA
cell1207	NA	NA	0.3068120777606964	NA
cell1208	0.777124285697937	NA	NA	NA
cell1209	NA	NA	0.16474409401416779	NA
cell1210	0.8953374624252319	NA	NA	NA
cell1211	0.7168600559234619	NA	NA	NA
cell1212	NA	0.5407825708389282	NA	NA
cell1213	0.7110291719436646	NA	NA	NA
cell1214	0.730806827545166	NA	NA	NA
cell1215	0.7698562145233154	NA	NA	NA
cell1216	0.8755660653114319	NA	NA	NA
cell1217	0.7550358772277832	NA	NA	NA
cell1218	0.8813901543617249	NA	NA	NA
cell1219	0.8965597748756409	NA	NA	NA
cell1220	NA	NA	0.05037565529346466	NA
cell1221	0.7903847694396973	NA	NA	NA
cell1222	NA	NA	0.2221672534942627	NA
cell1223	0.7280338406562805	NA	NA	NA
cell1224	0.7426699995994568	NA	NA	NA
cell1225	0.7396388053894043	NA	NA	NA
cell1226	NA	NA	0.2988360822200775	NA
cell1227	0.738881528377533	NA	NA	NA
cell1228	NA	NA	0.3038622736930847	NA
cell1229	0.8789700865745544	NA	NA	NA
cell1230	0.7775808572769165	NA	NA	NA
cell1231	0.8027105331420898	NA	NA	NA
cell1232	NA	NA	0.3393469452857971	NA
cell1233	NA	NA	0.6646213531494141	NA
cell1234	0.7696464657783508	NA	NA	NA
cell1235	0.7810282111167908	NA	NA	NA
cell1236	NA	NA	NA	0.9193122386932373
cell1237	0.8886719942092896	NA	NA	NA
cell1238	0.7968534231185913	NA	NA	NA
cell1239	0.9386780858039856	NA	NA	NA
cell1240	0.8666821122169495	NA	NA	NA
cell1241	0.9299784302711487	NA	NA	NA
cell1242	0.817442774772644	NA	NA	NA
cell1243	0.7832604646682739	NA	NA	NA
cell1244	NA	NA	0.31243133544921875	NA
cell1245	NA	NA	0.32141485810279846	NA
cell1246	NA	NA	0.05599234998226166	NA
cell1247	0.7823317646980286	NA	NA	NA
cell1248	NA	NA	0.31262025237083435	NA
cell1249	NA	0.5207659602165222	NA	NA
cell1250	NA	NA	0.19095322489738464	NA
cell1251	NA	NA	0.3029683530330658	NA
cell1252	0.7657771110534668	NA	NA	NA
cell1253	NA	NA	0.6816291809082031	NA
cell1254	0.8908707499504089	NA	NA	NA
cell1255	0.7805145382881165	NA	NA	NA
cell1256	0.8029789924621582	NA	NA	NA
cell1257	0.9417675137519836	NA	NA	NA
cell1258	0.7500601410865784	NA	NA	NA
cell1259	0.8798818588256836	NA	NA	NA
cell1260	NA	NA	0.17906822264194489	NA
cell1261	0.7344317436218262	NA	NA	NA
cell1262	0.8162959218025208	NA	NA	NA
cell1263	0.7432594895362854	NA	NA	NA
cell1264	NA	NA	0.3138110339641571	NA
